name,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
Maruti Wagon R Stingray VXI,300000,59059,Petrol,Dealer,Manual,First Owner,11
Hyundai Accent Executive,200000,70000,Petrol,Individual,Manual,First Owner,12
Honda Brio S MT,285000,39039,Petrol,Dealer,Manual,First Owner,13
Honda Brio Exclusive Edition,335000,33033,Petrol,Dealer,Manual,First Owner,11
Hyundai Verna Transform SX VTVT,370000,55168,Petrol,Individual,Manual,Second Owner,14
Hyundai i20 1.2 Sportz,375000,41041,Petrol,Dealer,Manual,First Owner,12
Hyundai i10 Magna,235000,67067,Petrol,Dealer,Manual,First Owner,16
Hyundai i10 Sportz 1.2 AT,345000,66066,Petrol,Dealer,Automatic,First Owner,12
Mahindra Quanto C8,365000,82082,Diesel,Dealer,Manual,First Owner,12
Hyundai Grand i10 Sportz,400000,48000,Petrol,Individual,Manual,First Owner,11
Hyundai EON D Lite Plus,250000,30000,Petrol,Individual,Manual,First Owner,10
Hyundai Verna SX CRDi AT,465000,70070,Diesel,Dealer,Automatic,First Owner,13
Renault KWID RXT,300000,10000,Petrol,Individual,Manual,First Owner,8
Maruti Swift Dzire ZXI 1.2 BS IV,655000,25000,Petrol,Individual,Manual,First Owner,7
Maruti Wagon R LXI CNG,350000,30000,CNG,Individual,Manual,Second Owner,9
Hyundai i10 Sportz 1.2 AT,500000,50000,Petrol,Dealer,Automatic,First Owner,10
Hyundai Grand i10 AT Asta,465000,63063,Petrol,Dealer,Automatic,First Owner,10
Maruti Swift VDi BSIII W/ ABS,263000,70000,Diesel,Individual,Manual,First Owner,17
Maruti Omni MPI STD BSIV,250000,90000,Petrol,Individual,Manual,First Owner,13
Hyundai Accent GLE 1,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,26
Hyundai Getz GLX,70000,90000,Petrol,Individual,Manual,Third Owner,20
Honda WR-V i-DTEC VX,650000,140000,Diesel,Individual,Manual,First Owner,8
Hyundai i20 Asta 1.4 CRDi,370000,80000,Diesel,Individual,Manual,Second Owner,11
Maruti Swift VDI Optional,509999,40000,Diesel,Individual,Manual,First Owner,9
Maruti Zen Estilo VXI BSIV,280000,33000,Petrol,Individual,Manual,First Owner,14
Maruti A-Star Vxi,180000,40000,Petrol,Individual,Manual,First Owner,15
Ford Ecosport 1.5 Petrol Ambiente,650000,6000,Petrol,Individual,Manual,First Owner,8
Hyundai Verna SX Diesel,200000,78000,Diesel,Dealer,Manual,Second Owner,15
Hyundai Verna SX Diesel,210000,72000,Diesel,Dealer,Manual,Third Owner,14
Tata Nano Cx BSIV,75000,9528,Petrol,Dealer,Manual,First Owner,14
Toyota Innova 2.5 G (Diesel) 8 Seater,450000,135200,Diesel,Dealer,Manual,First Owner,14
Hyundai i20 1.2 Sportz,220000,58000,Petrol,Dealer,Manual,Second Owner,14
Hyundai i20 Magna 1.4 CRDi (Diesel),325000,78000,Diesel,Dealer,Manual,Second Owner,12
Tata Zest Revotron 1.2T XE,450000,45000,Petrol,Individual,Manual,First Owner,7
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,825000,35000,Diesel,Individual,Manual,First Owner,8
Hyundai Accent GLS,125000,76000,Petrol,Dealer,Manual,Third Owner,18
Mahindra Xylo D2 BS IV,434999,100000,Diesel,Individual,Manual,Third Owner,10
Mahindra Scorpio SLE BSIV,484999,99000,Diesel,Individual,Manual,Second Owner,14
Maruti Ritz VDi,175000,80000,Diesel,Individual,Manual,Third Owner,16
Honda Civic 1.8 S MT,220000,120000,Petrol,Individual,Manual,Third Owner,19
Honda BR-V i-VTEC VX MT,1250000,1100,Petrol,Dealer,Manual,First Owner,5
Maruti Omni E MPI STD BS IV,215000,34000,Petrol,Dealer,Manual,First Owner,8
Mahindra XUV500 W6 2WD,625000,68000,Diesel,Dealer,Manual,First Owner,11
Ford EcoSport 1.5 Diesel Titanium BSIV,615000,15000,Diesel,Individual,Manual,First Owner,7
Chevrolet Beat Diesel PS,130000,58000,Diesel,Dealer,Manual,First Owner,13
Tata Indigo CS eLX BS IV,175000,50300,Diesel,Individual,Manual,First Owner,12
Tata Indigo CR4,150000,70000,Diesel,Individual,Manual,Second Owner,14
Tata Indica Vista TDI LS,195000,60000,Diesel,Individual,Manual,Third Owner,14
Maruti Ertiga 1.5 VDI,550000,90000,Diesel,Individual,Manual,First Owner,5
Isuzu D-Max V-Cross Standard,1500000,40000,Diesel,Individual,Manual,First Owner,7
Skoda Superb 1.8 TFSI MT,400000,80000,Petrol,Individual,Manual,Second Owner,15
Nissan Kicks XV Premium D BSIV,1350000,15000,Diesel,Individual,Manual,First Owner,6
Maruti Swift 1.2 DLX,217000,45000,Petrol,Individual,Manual,First Owner,10
Maruti Swift VDI BSIV,290000,130000,Diesel,Individual,Manual,Second Owner,14
Mahindra Bolero Power Plus SLX,700000,80000,Diesel,Individual,Manual,First Owner,7
Maruti Alto 800 Base,175000,40000,Petrol,Individual,Manual,First Owner,11
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,575000,80000,Diesel,Individual,Manual,First Owner,8
Maruti Ritz LDi,380000,100000,Diesel,Individual,Manual,Second Owner,9
Mahindra Xylo D4 BSIV,350000,151624,Diesel,Individual,Manual,Second Owner,12
Renault Duster 85PS Diesel RxL Optional,450000,160000,Diesel,Individual,Manual,First Owner,13
Hyundai Santro AT CNG,130000,110000,CNG,Individual,Manual,Second Owner,20
Maruti Swift VDI BSIV,320000,74820,Diesel,Individual,Manual,First Owner,10
Mahindra XUV500 W6 2WD,550000,82000,Diesel,Individual,Manual,First Owner,11
Maruti Wagon R VXI BS IV,370000,50000,Petrol,Individual,Manual,Second Owner,10
Chevrolet Beat LT,114999,70000,Petrol,Individual,Manual,Second Owner,15
Ford Ecosport Sports Petrol,1100000,1000,Petrol,Individual,Manual,First Owner,5
Hyundai Tucson CRDi,170000,170000,Diesel,Individual,Manual,First Owner,19
Tata Indigo TDI,80000,150000,Diesel,Individual,Manual,Third Owner,17
Ford EcoSport 1.5 Diesel Titanium BSIV,950000,17000,Diesel,Individual,Manual,First Owner,6
Maruti Swift Dzire VDI,425000,150000,Diesel,Individual,Manual,First Owner,11
Hyundai i20 Asta Option 1.4 CRDi,500000,80000,Diesel,Individual,Manual,First Owner,10
Hyundai Santro Xing XG eRLX Euro III,70000,170000,Petrol,Individual,Manual,Third Owner,20
Honda Amaze S i-Dtech,349000,120000,Diesel,Individual,Manual,First Owner,12
Hyundai i20 1.2 Sportz,330000,90000,Petrol,Individual,Manual,Third Owner,13
Hyundai Santro Xing GLS,120000,90000,Petrol,Individual,Manual,Third Owner,15
Hyundai Verna 1.6 SX CRDi (O),430000,100000,Diesel,Individual,Manual,Second Owner,12
Maruti Swift VDI BSIV,390000,90000,Diesel,Individual,Manual,First Owner,11
Nissan Micra Diesel XV Primo,225000,129000,Diesel,Individual,Manual,First Owner,13
Mahindra Scorpio VLS AT 2.2 mHAWK,350000,186000,Diesel,Individual,Automatic,Second Owner,15
Tata Sumo LX,100000,66778,Diesel,Individual,Manual,First Owner,16
Hyundai EON Era Plus,190000,50000,Petrol,Individual,Manual,First Owner,11
Hyundai i20 Sportz 1.4 CRDi,315000,110000,Diesel,Individual,Manual,Second Owner,11
Hyundai Grand i10 CRDi Magna,300000,60000,Diesel,Individual,Manual,Second Owner,10
Renault KWID RXT,280000,40000,Petrol,Individual,Manual,First Owner,9
Tata Tiago 1.2 Revotron XZ,539000,10000,Petrol,Individual,Manual,First Owner,7
Maruti Celerio ZXI,420000,50000,Petrol,Individual,Manual,First Owner,8
Maruti Omni E 8 Str STD,85000,70000,Petrol,Individual,Manual,Third Owner,24
OpelCorsa 1.6Gls,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,21
Hyundai EON D Lite,180000,76000,Petrol,Individual,Manual,Second Owner,11
Chevrolet Tavera Neo 3 Max 9 Str BSIII,400000,120000,Diesel,Individual,Manual,Second Owner,11
Mahindra Scorpio VLX 2WD ABS AT BSIII,360000,170000,Diesel,Individual,Automatic,Third Owner,16
Hyundai Santro Xing XG,85000,110000,Petrol,Individual,Manual,Second Owner,22
Honda Brio 1.2 S MT,350000,63400,Petrol,Individual,Manual,First Owner,9
Datsun GO Plus T BSIV,380000,25000,Petrol,Individual,Manual,First Owner,10
Hyundai i10 Era,140000,80000,Petrol,Individual,Manual,Third Owner,16
Maruti Wagon R VXI BS IV,200000,90000,Petrol,Individual,Manual,First Owner,13
Hyundai Santro Xing GL,150000,157000,Petrol,Individual,Manual,First Owner,14
Mahindra Bolero SLX 2WD,300000,100000,Diesel,Individual,Manual,Second Owner,18
Renault KWID RXT,280000,50000,Petrol,Individual,Manual,First Owner,8
Maruti Alto K10 2010-2014 VXI,200000,40000,Petrol,Individual,Manual,First Owner,14
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,110000,38500,Petrol,Individual,Manual,Second Owner,16
Hyundai i10 Magna,140000,103921,Petrol,Individual,Manual,Second Owner,17
Honda City i-VTEC VX,1150000,14825,Petrol,Dealer,Manual,First Owner,7
Honda BR-V i-DTEC VX MT,910000,43377,Diesel,Dealer,Manual,First Owner,9
Ford Figo Diesel Titanium,160000,102307,Diesel,Dealer,Manual,First Owner,15
Maruti Zen LX,105000,79000,Petrol,Individual,Manual,Second Owner,21
Maruti Wagon R LXI,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,21
Chevrolet Beat Diesel,160000,110000,Diesel,Individual,Manual,First Owner,13
Chevrolet Sail Hatchback LT ABS,225000,80000,Diesel,Individual,Manual,First Owner,12
Honda City 1.3 EXI,145000,100000,Petrol,Individual,Manual,First Owner,23
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000,Diesel,Individual,Manual,First Owner,7
Hyundai Getz 1.5 CRDi GVS,110000,154000,Diesel,Individual,Manual,Third Owner,17
Renault Lodgy Stepway 85PS RXZ 8S,650000,40000,Diesel,Individual,Manual,First Owner,8
Maruti Swift VXI,550000,51000,Petrol,Individual,Manual,First Owner,6
Maruti Alto LX BSIII,85000,120000,Petrol,Individual,Manual,Second Owner,17
Toyota Etios 1.5 V,509999,35000,Petrol,Individual,Manual,First Owner,9
Maruti Baleno Alpha 1.3,650000,70000,Diesel,Individual,Manual,First Owner,8
Chevrolet Spark 1.0 LS,140000,60000,Petrol,Individual,Manual,Second Owner,14
Maruti Alto LXi,150000,70000,Petrol,Individual,Manual,First Owner,14
Datsun GO Plus A Option Petrol,450000,10000,Petrol,Individual,Manual,Second Owner,7
Hyundai Accent CRDi,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,19
Renault KWID 1.0 RXT Optional,400000,60000,Petrol,Individual,Manual,First Owner,8
Tata Tiago 1.2 Revotron XE,300000,30000,Petrol,Individual,Manual,First Owner,9
Maruti Alto 800 Base,250000,8000,Petrol,Individual,Manual,First Owner,13
Tata Tigor 1.2 Revotron XM,500000,10000,Petrol,Individual,Manual,First Owner,6
Hyundai Accent CRDi,85000,100000,Diesel,Individual,Manual,Third Owner,23
Nissan Sunny Diesel XL,300000,110000,Diesel,Individual,Manual,First Owner,13
Mahindra XUV500 AT W8 FWD,740000,45000,Diesel,Dealer,Automatic,First Owner,10
Hyundai Santro Xing XG,70000,68500,Petrol,Dealer,Manual,First Owner,20
Hyundai Santro Sportz AMT,484999,5007,Petrol,Dealer,Automatic,First Owner,6
Nissan Micra Active XV S,164000,30000,Petrol,Individual,Manual,First Owner,12
Honda City 1.5 V AT,140000,70000,Petrol,Individual,Automatic,First Owner,17
Mercedes-Benz E-Class E250 CDI Elegance,999000,49600,Diesel,Dealer,Automatic,First Owner,14
Maruti Alto LXI,56000,23000,Petrol,Individual,Manual,Second Owner,20
BMW 7 Series 730Ld,1050000,30000,Diesel,Dealer,Automatic,First Owner,19
Hyundai Verna 1.6 VTVT,190000,38000,Petrol,Dealer,Manual,First Owner,15
Audi Q5 3.0 TDI Quattro Technology,3899000,22000,Diesel,Dealer,Automatic,First Owner,7
Hyundai i10 Sportz 1.2,235000,43100,Petrol,Dealer,Manual,First Owner,14
Datsun GO Plus T,350000,10171,Petrol,Dealer,Manual,First Owner,8
Renault Duster 110PS Diesel RxL,465000,41123,Diesel,Dealer,Manual,First Owner,10
Toyota Camry Hybrid 2.5,1900000,20118,Petrol,Dealer,Automatic,First Owner,8
Honda City i DTec SV,450000,40000,Diesel,Dealer,Manual,First Owner,11
Volkswagen Jetta 2.0L TDI Highline,790000,52517,Diesel,Dealer,Manual,First Owner,10
Mahindra Marazzo M2 8Str,900000,20000,Diesel,Individual,Manual,First Owner,6
Ford Ecosport 1.5 DV5 MT Titanium Optional,450000,99117,Diesel,Dealer,Manual,First Owner,11
Chevrolet Spark 1.0 LS,135000,90000,Petrol,Individual,Manual,First Owner,16
Maruti Celerio ZXI MT BSIV,425000,3700,Petrol,Individual,Manual,First Owner,6
Tata Indica Vista Terra 1.4 TDI,100000,80000,Diesel,Individual,Manual,First Owner,15
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,100000,Diesel,Individual,Manual,Second Owner,10
Tata Indica Vista Aqua 1.4 TDI,90000,54000,Diesel,Individual,Manual,First Owner,14
Hyundai EON Era Plus,250000,19000,Petrol,Individual,Manual,First Owner,8
Maruti Swift Dzire VDI,300000,120000,Diesel,Individual,Manual,First Owner,11
Maruti Wagon R VXI BS IV,275000,30000,Petrol,Individual,Manual,First Owner,11
Honda BRV i-VTEC V MT,600000,43500,Petrol,Individual,Manual,First Owner,8
Renault KWID RXT,270000,60000,Petrol,Individual,Manual,Second Owner,9
Renault KWID RXT Optional,240000,70000,Petrol,Individual,Manual,Second Owner,9
Renault KWID 1.0 RXT Optional,350000,20000,Petrol,Individual,Manual,First Owner,9
Maruti Omni 5 Str STD,65000,60000,Petrol,Dealer,Manual,Third Owner,27
Maruti Swift Dzire VDI,650000,58000,Diesel,Individual,Manual,First Owner,10
Maruti Wagon R LX BS IV,350000,40000,Petrol,Dealer,Manual,First Owner,11
Maruti Wagon R LXI,75000,70000,Petrol,Individual,Manual,Second Owner,20
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),440000,70000,Diesel,Dealer,Manual,First Owner,13
Hyundai Santro Xing GLS,270000,60000,Petrol,Individual,Manual,First Owner,12
Toyota Innova 2.5 V Diesel 7-seater,1150000,135000,Diesel,Dealer,Manual,First Owner,11
Maruti Omni 8 Seater BSII,238000,70000,Petrol,Dealer,Manual,First Owner,10
Mercedes-Benz B Class B180 Sports,1100000,40000,Petrol,Individual,Automatic,Second Owner,12
Mahindra XUV500 W10 2WD,1200000,75000,Diesel,Dealer,Manual,Second Owner,10
Skoda Fabia 1.2L Diesel Ambiente,260000,150000,Diesel,Individual,Manual,First Owner,15
Toyota Etios VD,350000,140000,Diesel,Individual,Manual,Third Owner,13
Toyota Etios Liva VD,480000,70000,Diesel,Individual,Manual,First Owner,10
Toyota Etios Liva GD,345000,137250,Diesel,Individual,Manual,Second Owner,13
Mahindra Scorpio M2DI,500000,110000,Diesel,Individual,Manual,Second Owner,12
Hyundai Grand i10 Asta Option,595000,27000,Petrol,Dealer,Manual,First Owner,8
Hyundai Verna CRDi 1.6 SX Option,1295000,9000,Diesel,Dealer,Manual,First Owner,6
Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,6
Renault KWID Climber 1.0 MT Opt BSIV,541000,1000,Petrol,Dealer,Manual,Test Drive Car,5
Hyundai Santro Asta,515000,16000,Petrol,Dealer,Manual,First Owner,7
Ford Figo Aspire Titanium Plus Diesel,894999,13000,Diesel,Dealer,Manual,Test Drive Car,6
Renault Pulse RxZ Optional,325000,47000,Diesel,Dealer,Manual,First Owner,13
Maruti Ciaz 1.4 Alpha,925000,22000,Petrol,Individual,Manual,First Owner,7
Nissan Terrano XL P,844999,30000,Petrol,Individual,Manual,First Owner,8
Maruti Ciaz 1.4 Alpha,925000,20000,Petrol,Individual,Manual,First Owner,7
Tata Manza Club Class Quadrajet90 LX,300000,60000,Diesel,Individual,Manual,First Owner,12
Toyota Camry M/t,650000,75000,Petrol,Individual,Manual,Second Owner,17
Maruti Alto K10 LXI,175000,64000,Petrol,Dealer,Manual,First Owner,15
Maruti SX4 S Cross DDiS 320 Delta,325000,80000,Diesel,Individual,Manual,First Owner,10
Renault Duster 85PS Diesel RxZ,600000,90000,Diesel,Individual,Manual,First Owner,8
Maruti Swift ZXI Plus,700000,30000,Petrol,Individual,Manual,First Owner,7
Toyota Corolla H3,95000,120000,Petrol,Individual,Automatic,Second Owner,22
Maruti Celerio ZXI,490000,20000,Petrol,Dealer,Manual,First Owner,6
Tata Safari DICOR 2.2 EX 4x2,380000,100000,Diesel,Individual,Manual,First Owner,12
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,550000,31000,Petrol,Dealer,Manual,First Owner,7
Maruti Alto 800 LXI,225000,47000,Petrol,Dealer,Manual,First Owner,12
Tata Nexon 1.2 Revotron XM,570000,11200,Petrol,Individual,Manual,First Owner,7
Maruti Alto 800 LXI,305000,35000,Petrol,Dealer,Manual,First Owner,7
Maruti Wagon R Duo Lxi,240000,50000,LPG,Dealer,Manual,First Owner,15
Maruti Ertiga SHVS VDI,700000,55000,Diesel,Dealer,Manual,First Owner,10
Maruti Omni E MPI STD BS IV,288000,20000,Petrol,Dealer,Manual,First Owner,7
Mahindra Bolero B4,800000,75000,Diesel,Dealer,Manual,First Owner,8
Maruti Celerio VXI,430000,93000,Petrol,Dealer,Manual,First Owner,8
Chevrolet Beat Diesel LT Option,195000,57000,Diesel,Dealer,Manual,Second Owner,16
Maruti Eeco Smiles 5 Seater AC,325000,30000,Petrol,Dealer,Manual,First Owner,11
Renault Duster 85PS Diesel RxE,450000,73000,Diesel,Dealer,Manual,First Owner,12
Maruti Swift Dzire VDI,630000,65000,Diesel,Dealer,Manual,First Owner,9
Maruti Swift 1.3 VXi,250000,62000,Petrol,Dealer,Manual,Second Owner,16
Hyundai Santro GLS I - Euro II,135000,85000,Petrol,Dealer,Manual,First Owner,18
Chevrolet Spark 1.0 PS,110000,73000,Petrol,Individual,Manual,First Owner,15
Maruti Swift ZDi,350000,55000,Diesel,Dealer,Manual,First Owner,13
Maruti Omni E MPI STD BS IV,240000,5800,Petrol,Individual,Manual,Second Owner,9
Toyota Innova 2.5 V Diesel 8-seater,350000,350000,Diesel,Individual,Manual,First Owner,16
Maruti Swift ZXI Plus,600000,30000,Petrol,Individual,Manual,First Owner,7
Maruti Swift Dzire VDI,750000,20000,Diesel,Individual,Manual,First Owner,7
Hyundai EON Era Plus,270000,20000,Petrol,Individual,Manual,First Owner,7
Maruti Alto LXi,90000,100000,Petrol,Individual,Manual,Second Owner,18
Maruti Wagon R Stingray VXI,350000,65000,Petrol,Individual,Manual,First Owner,12
Ford Figo Diesel Celebration Edition,285000,90000,Diesel,Individual,Manual,Second Owner,12
Toyota Innova 2.5 E Diesel MS 7-seater,665000,267000,Diesel,Individual,Manual,Second Owner,14
Mahindra Scorpio 2.6 CRDe,175000,250000,Diesel,Individual,Manual,Second Owner,20
Mahindra Xylo D2,350000,140000,Diesel,Individual,Manual,Second Owner,14
Honda City i-VTEC CVT ZX,1225000,22000,Petrol,Dealer,Automatic,First Owner,7
Honda Jazz Select Edition Active,285000,60000,Petrol,Dealer,Manual,Second Owner,15
Honda City i-VTEC VX,1000000,28635,Petrol,Dealer,Manual,First Owner,7
Honda Amaze VX Diesel BSIV,780000,32114,Diesel,Dealer,Manual,First Owner,7
Maruti Celerio VXI,300000,82000,Petrol,Dealer,Manual,Second Owner,11
Maruti Swift VXI BSIII,160000,95149,Petrol,Dealer,Manual,Second Owner,19
Honda Amaze VX i-VTEC,625000,68458,Petrol,Dealer,Manual,First Owner,7
Maruti Ritz VXi,265000,42000,Petrol,Individual,Manual,First Owner,15
Honda City i DTEC V,515000,90000,Diesel,Individual,Manual,Second Owner,11
Hyundai i20 Active 1.4 SX,650000,100000,Diesel,Individual,Manual,First Owner,9
Mahindra TUV 300 T8,650000,80000,Diesel,Individual,Manual,First Owner,8
Hyundai Getz 1.3 GLS,150000,105546,Petrol,Individual,Manual,First Owner,15
Toyota Etios Liva 1.2 V,500000,10000,Petrol,Individual,Manual,First Owner,7
Toyota Innova 2.5 GX 7 STR BSIV,1000000,80000,Diesel,Individual,Manual,Second Owner,13
Hyundai i20 Magna Optional 1.2,340000,35000,Petrol,Individual,Manual,First Owner,12
Toyota Innova 2.5 G (Diesel) 8 Seater,1010000,120000,Diesel,Individual,Manual,First Owner,12
Toyota Etios GD,350000,120000,Diesel,Individual,Manual,Third Owner,14
Maruti Swift VDI BSIV,595000,70000,Diesel,Individual,Manual,First Owner,9
Mahindra Scorpio VLX 2WD BSIV,700000,130000,Diesel,Individual,Manual,Third Owner,11
Renault KWID RXL,265000,40000,Petrol,Individual,Manual,First Owner,6
Maruti Alto K10 VXI,320000,60000,Petrol,Individual,Manual,Second Owner,10
Honda City 1.5 S MT,310000,110000,Petrol,Individual,Manual,First Owner,14
Honda City i DTEC VX,700000,130000,Diesel,Individual,Manual,First Owner,11
Maruti Alto LXi BSIII,130000,80000,Petrol,Individual,Manual,Second Owner,16
Maruti Swift Dzire VDi,150000,120000,Diesel,Individual,Manual,Second Owner,16
Honda Amaze E i-Dtech,300000,104000,Diesel,Individual,Manual,Second Owner,10
Maruti Swift Dzire LXi,150000,100000,Petrol,Individual,Manual,Second Owner,14
Honda City 1.3 EXI,120000,132343,Petrol,Individual,Manual,Second Owner,22
Hyundai Creta 1.4 CRDi S Plus,950000,90000,Diesel,Individual,Manual,Second Owner,9
Maruti Wagon R VXI BS IV,100000,60000,Petrol,Individual,Manual,Second Owner,18
Honda Jazz 1.5 SV i DTEC,450000,76000,Diesel,Individual,Manual,First Owner,10
Maruti 800 EX,30000,60000,Petrol,Individual,Manual,Third Owner,21
Mahindra Renault Logan 1.6 Petrol GLSX,200000,30000,Petrol,Individual,Manual,Second Owner,16
Tata Indigo LS,250000,96000,Diesel,Individual,Manual,Second Owner,15
Maruti Alto VXi,280000,26134,Petrol,Dealer,Manual,First Owner,10
Maruti Ritz VDi,260000,52895,Diesel,Dealer,Manual,First Owner,14
Hyundai Verna SX Diesel,550000,42324,Diesel,Dealer,Manual,Second Owner,12
Mahindra XUV500 W10 1.99 mHawk,1044999,65000,Diesel,Dealer,Manual,First Owner,9
Mahindra Scorpio EX,550000,60236,Diesel,Dealer,Manual,First Owner,13
Maruti Wagon R VXI BS IV,210000,70000,Petrol,Individual,Manual,Second Owner,11
Maruti Wagon R VXI BS IV,210000,70000,Petrol,Individual,Manual,Third Owner,11
Mahindra Xylo E8,290000,100000,Diesel,Individual,Manual,Second Owner,16
Fiat 500 Lounge,250999,110000,Diesel,Individual,Manual,First Owner,17
Renault Triber RXT BSIV,600000,10300,Petrol,Individual,Manual,First Owner,6
Fiat Grande Punto EVO 1.3 Active,270000,120000,Diesel,Individual,Manual,Second Owner,11
Tata New Safari 4X4 EX,550000,142000,Diesel,Individual,Manual,First Owner,13
Mahindra TUV 300 mHAWK100 T8,800000,25000,Diesel,Individual,Manual,First Owner,8
Tata Altroz XE,500000,5000,Petrol,Individual,Manual,First Owner,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,396000,28643,Petrol,Dealer,Manual,First Owner,9
Honda City i DTEC VX,600000,50000,Diesel,Individual,Manual,First Owner,11
Maruti Wagon R ZXI 1.2,575000,30000,Petrol,Dealer,Manual,First Owner,6
Hyundai Santro Sportz BSIV,520000,5000,Petrol,Individual,Manual,First Owner,5
Mahindra XUV500 AT W10 FWD,1400000,30000,Diesel,Individual,Automatic,First Owner,7
Maruti Baleno Delta Automatic,600000,7600,Petrol,Individual,Automatic,First Owner,7
Chevrolet Beat Diesel LS,195000,47253,Diesel,Dealer,Manual,First Owner,12
Maruti Alto K10 VXI AGS,281000,4432,Petrol,Dealer,Automatic,Second Owner,10
Tata Indica GLS BS IV,75000,110000,Petrol,Individual,Manual,Second Owner,15
Hyundai Grand i10 Sportz,400000,25000,Petrol,Individual,Manual,First Owner,11
Tata Indica Vista Terra 1.4 TDI,93000,70000,Diesel,Individual,Manual,Second Owner,16
Hyundai i20 Active S Petrol,560000,68523,Petrol,Dealer,Manual,First Owner,9
Hyundai EON 1.0 Era Plus,400000,5000,Petrol,Individual,Manual,First Owner,6
Tata Tigor 1.2 Revotron XT,459999,40000,Petrol,Individual,Manual,First Owner,7
Hyundai Xcent 1.2 CRDi E,450000,43000,Diesel,Individual,Manual,First Owner,8
Maruti Alto Green LXi (CNG),88000,80251,CNG,Dealer,Manual,Second Owner,15
Hyundai i20 1.2 Era,250000,34500,Petrol,Individual,Manual,Second Owner,15
Ford Ikon 1.4 ZXi,22000,42743,Petrol,Dealer,Manual,Third Owner,25
Chevrolet Beat Diesel LS,130000,93900,Diesel,Individual,Manual,Second Owner,12
Maruti Zen VXi - BS III,79000,80000,Petrol,Individual,Manual,First Owner,21
Chevrolet Beat Diesel LS,120000,110000,Diesel,Individual,Manual,First Owner,13
BMW 7 Series 730Ld,1700000,100000,Diesel,Individual,Automatic,Second Owner,14
Chevrolet Optra Magnum 2.0 LT,300000,25000,Diesel,Individual,Manual,First Owner,13
Maruti A-Star Lxi,145000,25000,Petrol,Individual,Manual,First Owner,16
Ford Endeavour 3.2 Titanium AT 4X4,3200000,20000,Diesel,Individual,Automatic,First Owner,6
Chevrolet Spark 1.0 LT,240000,10000,Petrol,Individual,Manual,First Owner,12
Honda WR-V i-DTEC VX,700000,30000,Diesel,Individual,Manual,First Owner,7
Hyundai Accent GLX,145000,110000,Petrol,Individual,Manual,Second Owner,15
Maruti Ertiga VDI Limited Edition,535000,80000,Diesel,Individual,Manual,Second Owner,11
Mahindra KUV 100 mFALCON G80 K2 Plus,420000,21000,Petrol,Individual,Manual,First Owner,9
Maruti Alto K10 VXI,350000,20000,Petrol,Individual,Manual,First Owner,9
Maruti Swift VDI BSIV,550000,32000,Diesel,Individual,Manual,First Owner,10
Mitsubishi Montero 3.2 MT,750000,180000,Diesel,Individual,Manual,First Owner,18
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,198000,70000,Diesel,Individual,Manual,Second Owner,13
Hyundai i20 Magna Optional 1.4 CRDi,420000,50000,Diesel,Individual,Manual,First Owner,12
Ford Endeavour 4x2 XLT,195000,120000,Diesel,Individual,Manual,First Owner,21
Hyundai EON Sportz,150000,55766,Petrol,Individual,Manual,Second Owner,13
Nissan Micra XL,275000,40000,Petrol,Individual,Manual,Second Owner,14
Maruti 800 Std,65000,60000,Petrol,Individual,Manual,Third Owner,24
Maruti Swift LXi BSIV,200000,50000,Petrol,Individual,Manual,First Owner,17
Maruti Swift Dzire VDi,250000,110000,Diesel,Individual,Manual,Second Owner,15
Tata Indigo TDI,182000,100000,Diesel,Individual,Manual,First Owner,12
Maruti Zen VX,85000,86000,Petrol,Individual,Manual,Second Owner,24
Maruti Swift VDI,400000,50000,Diesel,Individual,Manual,First Owner,12
Maruti Baleno Delta 1.3,650000,20000,Diesel,Individual,Manual,First Owner,8
Hyundai i10 Magna 1.2,400000,50000,Petrol,Individual,Manual,First Owner,15
Tata Manza Aura (ABS) Quadrajet BS IV,295000,80000,Diesel,Individual,Manual,Second Owner,13
Maruti Omni LPG STD BSIV,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,19
Maruti Zen D PS,110000,120000,Diesel,Individual,Manual,Third Owner,22
Fiat Linea 1.3 Multijet Emotion,550000,113600,Diesel,Individual,Manual,First Owner,10
Hyundai Santro Xing GLS,190000,70000,Petrol,Individual,Manual,Third Owner,17
Ford Aspire Titanium Plus Diesel BSIV,861999,20000,Diesel,Dealer,Manual,First Owner,7
Ford Aspire Titanium Plus BSIV,782000,14000,Petrol,Dealer,Manual,First Owner,7
